adviser,32/60,125,256,6000,256,16,128,198,199,3.128,10.584,14.106735979665885
amdahl,470v/7,29,8000,32000,32,8,32,269,253,20.0,10.724137931034482,15.905973720586866
amdahl,470v/7a,29,8000,32000,32,8,32,220,253,20.0,10.724137931034482,15.905973720586866
amdahl,470v/7b,29,8000,32000,32,8,32,172,253,20.0,10.724137931034482,15.905973720586866
amdahl,470v/7c,29,8000,16000,32,8,16,132,132,12.0,10.448275862068966,11.489125293076057
amdahl,470v/b,26,8000,32000,64,8,32,318,290,20.0,10.807692307692308,17.029386365926403
amdahl,580-5840,23,16000,32000,64,16,32,367,381,24.0,11.08695652173913,19.519221295943137
amdahl,580-5850,23,16000,32000,64,16,32,489,381,24.0,11.08695652173913,19.519221295943137
amdahl,580-5860,23,16000,64000,64,16,32,636,749,40.0,11.08695652173913,27.367864366808018
amdahl,580-5880,23,32000,64000,128,32,64,1144,1238,48.0,12.130434782608695,35.185224171518364
apollo,dn320,400,1000,3000,0,1,2,38,23,2.0,10.00625,4.795831523312719
apollo,dn420,400,512,3500,4,1,6,40,24,2.0060000000000002,10.01125,4.898979485566356
basf,7/65,60,2000,8000,65,1,8,92,70,5.0,10.091666666666667,8.366600265340756
basf,7/68,50,4000,16000,65,1,8,138,117,10.0,10.11,10.816653826391969
bti,5000,350,64,64,0,1,4,10,15,0.064,10.01,3.872983346207417
bti,8000,200,512,16000,0,4,32,35,64,8.256,10.095,8.0
burroughs,b1955,167,524,2000,8,4,15,19,23,1.262,10.062874251497005,4.795831523312719
burroughs,b2900,143,512,5000,0,7,32,28,29,2.7560000000000002,10.143356643356643,5.385164807134504
burroughs,b2925,143,1000,2000,0,5,16,31,22,1.5,10.08041958041958,4.69041575982343
burroughs,b4955,110,5000,5000,142,8,64,120,124,5.0,10.336363636363636,11.135528725660043
burroughs,b5900,143,1500,6300,0,5,32,30,35,3.9,10.136363636363637,5.916079783099616
burroughs,b5920,143,3100,6200,0,5,20,33,39,4.65,10.094405594405595,6.244997998398398
burroughs,b6900,143,2300,6200,0,6,64,61,40,4.25,10.251748251748252,6.324555320336759
burroughs,b6925,110,3100,6200,0,6,64,76,45,4.65,10.327272727272728,6.708203932499369
c.r.d,68/10-80,320,128,6000,0,1,12,23,28,3.064,10.0234375,5.291502622129181
c.r.d,universe:2203t,320,512,2000,4,1,3,69,21,1.256,10.009375,4.58257569495584
c.r.d,universe:68,320,256,6000,0,1,6,33,28,3.128,10.0140625,5.291502622129181
c.r.d,universe:68/05,320,256,3000,4,1,3,27,22,1.6280000000000001,10.009375,4.69041575982343
c.r.d,universe:68/137,320,512,5000,4,1,5,77,28,2.7560000000000002,10.0125,5.291502622129181
c.r.d,universe:68/37,320,256,5000,4,1,6,27,27,2.628,10.0140625,5.196152422706632
cdc,cyber:170/750,25,1310,2620,131,12,24,274,102,1.965,10.76,10.099504938362077
cdc,cyber:170/760,25,1310,2620,131,12,24,368,102,1.965,10.76,10.099504938362077
cdc,cyber:170/815,50,2620,10480,30,12,24,32,74,6.55,10.38,8.602325267042627
cdc,cyber:170/825,50,2620,10480,30,12,24,63,74,6.55,10.38,8.602325267042627
cdc,cyber:170/835,56,5240,20970,30,12,24,106,138,13.105,10.339285714285714,11.74734012447073
cdc,cyber:170/845,64,5240,20970,30,12,24,208,136,13.105,10.296875,11.661903789690601
cdc,omega:480-i,50,500,2000,8,1,4,20,23,1.25,10.07,4.795831523312719
cdc,omega:480-ii,50,1000,4000,8,1,5,29,29,2.5,10.08,5.385164807134504
cdc,omega:480-iii,50,2000,8000,8,1,5,71,44,5.0,10.08,6.6332495807108
cambex,1636-1,50,1000,4000,8,3,5,26,30,2.5,10.1,5.477225575051661
cambex,1636-10,50,1000,8000,8,3,5,36,41,4.5,10.1,6.4031242374328485
cambex,1641-1,50,2000,16000,8,3,5,40,74,9.0,10.1,8.602325267042627
cambex,1641-11,50,2000,16000,8,3,6,52,74,9.0,10.11,8.602325267042627
cambex,1651-1,50,2000,16000,8,3,6,60,74,9.0,10.11,8.602325267042627
dec,decsys:10:1091,133,1000,12000,9,3,12,72,54,6.5,10.063909774436091,7.3484692283495345
dec,decsys:20:2060,133,1000,8000,9,3,12,72,41,4.5,10.063909774436091,6.4031242374328485
dec,microvax-1,810,512,512,8,1,1,18,18,0.512,10.00246913580247,4.242640687119285
dec,vax:11/730,810,1000,5000,0,1,1,20,28,3.0,10.00246913580247,5.291502622129181
dec,vax:11/750,320,512,8000,4,1,5,40,36,4.256,10.0125,6.0
dec,vax:11/780,200,512,8000,8,1,8,62,38,4.256,10.0275,6.164414002968976
dg,eclipse:c/350,700,384,8000,0,1,1,24,34,4.192,10.002857142857144,5.830951894845301
dg,eclipse:m/600,700,256,2000,0,1,1,24,19,1.1280000000000001,10.002857142857144,4.358898943540674
dg,eclipse:mv/10000,140,1000,16000,16,1,3,138,72,8.5,10.021428571428572,8.48528137423857
dg,eclipse:mv/4000,200,1000,8000,0,1,2,36,36,4.5,10.0125,6.0
dg,eclipse:mv/6000,110,1000,4000,16,1,2,26,30,2.5,10.022727272727273,5.477225575051661
dg,eclipse:mv/8000,110,1000,12000,16,1,2,60,56,6.5,10.022727272727273,7.483314773547883
dg,eclipse:mv/8000-ii,220,1000,8000,16,1,2,71,42,4.5,10.011363636363637,6.48074069840786
formation,f4000/100,800,256,8000,0,1,4,12,34,4.128,10.004375,5.830951894845301
formation,f4000/200,800,256,8000,0,1,4,14,34,4.128,10.004375,5.830951894845301
formation,f4000/200ap,800,256,8000,0,1,4,20,34,4.128,10.004375,5.830951894845301
formation,f4000/300,800,256,8000,0,1,4,16,34,4.128,10.004375,5.830951894845301
formation,f4000/300ap,800,256,8000,0,1,4,22,34,4.128,10.004375,5.830951894845301
four-phase,2000/260,125,512,1000,0,8,20,36,19,0.756,10.12,4.358898943540674
gould,concept:32/8705,75,2000,8000,64,1,38,144,75,5.0,10.273333333333333,8.660254037844387
gould,concept:32/8750,75,2000,16000,64,1,38,144,113,9.0,10.273333333333333,10.63014581273465
gould,concept:32/8780,75,2000,16000,128,1,38,259,157,9.0,10.273333333333333,12.529964086141668
hp,3000/30,90,256,1000,0,3,10,17,18,0.628,10.083333333333334,4.242640687119285
hp,3000/40,105,256,2000,0,3,10,26,20,1.1280000000000001,10.071428571428571,4.47213595499958
hp,3000/44,105,1000,4000,0,3,24,32,28,2.5,10.138095238095238,5.291502622129181
hp,3000/48,105,2000,4000,8,3,19,32,33,3.0,10.114285714285714,5.744562646538029
hp,3000/64,75,2000,8000,8,3,24,62,47,5.0,10.193333333333333,6.855654600401044
hp,3000/88,75,3000,8000,8,3,48,64,54,5.5,10.353333333333333,7.3484692283495345
hp,3000/iii,175,256,2000,0,3,24,22,20,1.1280000000000001,10.082857142857144,4.47213595499958
harris,100,300,768,3000,0,6,24,36,23,1.8840000000000001,10.053333333333333,4.795831523312719
harris,300,300,768,3000,6,6,24,44,25,1.8840000000000001,10.053333333333333,5.0
harris,500,300,768,12000,6,6,24,50,52,6.384,10.053333333333333,7.211102550927978
harris,600,300,768,4500,0,1,24,45,27,2.634,10.045,5.196152422706632
harris,700,300,384,12000,6,1,24,53,50,6.192,10.045,7.0710678118654755
harris,80,300,192,768,6,6,24,36,18,0.48,10.053333333333333,4.242640687119285
harris,800,180,768,12000,6,1,31,84,53,6.384,10.094444444444445,7.280109889280518
honeywell,dps:6/35,330,1000,3000,0,2,4,16,23,2.0,10.012121212121212,4.795831523312719
honeywell,dps:6/92,300,1000,4000,8,3,64,38,30,2.5,10.115,5.477225575051661
honeywell,dps:6/96,300,1000,16000,8,2,112,38,73,8.5,10.193333333333333,8.54400374531753
honeywell,dps:7/35,330,1000,2000,0,1,2,16,20,1.5,10.007575757575758,4.47213595499958
honeywell,dps:7/45,330,1000,4000,0,3,6,22,25,2.5,10.016666666666667,5.0
honeywell,dps:7/55,140,2000,4000,0,3,6,29,28,3.0,10.039285714285715,5.291502622129181
honeywell,dps:7/65,140,2000,4000,0,4,8,40,29,3.0,10.05,5.385164807134504
